edit_id,internet-service-id
mail.ru-NetBIOS.Session.Service,6815759
mail.ru-Other,6815744
mail.ru-Outbound_Email,6815748
mail.ru-RTMP,6815760
mail.ru-SSH,6815750
mail.ru-Web,6815745
ntp.org-DNS,2949123
ntp.org-FTP,2949127
ntp.org-ICMP,2949122
ntp.org-Inbound_Email,2949129
ntp.org-LDAP,2949134
ntp.org-NTP,2949128
ntp.org-NetBIOS.Name.Service,2949144
ntp.org-NetBIOS.Session.Service,2949135
ntp.org-Other,2949120
ntp.org-Outbound_Email,2949124
ntp.org-RTMP,2949136
ntp.org-SSH,2949126
ntp.org-Web,2949121
xMatters-xMatters.Platform,14549279
